[atlas] worker 0/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 0/3 --out data/cloud/opening/porcelain_r01_s4096.part0.npz --workers 1 --seed 1
[atlas] worker 1/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 1/3 --out data/cloud/opening/porcelain_r01_s4096.part1.npz --workers 1 --seed 2
[atlas] worker 2/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 2/3 --out data/cloud/opening/porcelain_r01_s4096.part2.npz --workers 1 --seed 3
[atlas] 3795 games, rounds 0-1: 28871 positions (14432 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14372 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14376 target-seat)
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] 9662/28871 positions, 39,190,016 evals, 17,890/s, 36.5 min
[atlas] 9670/28871 positions, 39,193,856 evals, 17,892/s, 36.5 min
[atlas] 9656/28871 positions, 39,851,264 evals, 17,946/s, 37.0 min
[atlas] 9662/28871 positions, 39,785,216 evals, 17,917/s, 37.0 min
[atlas] 9670/28871 positions, 39,789,312 evals, 17,918/s, 37.0 min
[atlas] 9921/28871 positions, 40,504,320 evals, 17,997/s, 37.5 min
[atlas] 9926/28871 positions, 40,433,920 evals, 17,966/s, 37.5 min
[atlas] 9931/28871 positions, 40,438,016 evals, 17,968/s, 37.5 min
[atlas] 10183/28871 positions, 41,114,624 evals, 18,027/s, 38.0 min
[atlas] 10186/28871 positions, 41,040,640 evals, 17,996/s, 38.0 min
[atlas] 10192/28871 positions, 41,044,736 evals, 17,997/s, 38.0 min
[atlas] 10183/28871 positions, 41,730,304 evals, 18,060/s, 38.5 min
[atlas] 10186/28871 positions, 41,656,064 evals, 18,028/s, 38.5 min
[atlas] 10192/28871 positions, 41,660,928 evals, 18,030/s, 38.5 min
[atlas] 10444/28871 positions, 42,195,200 evals, 18,027/s, 39.0 min
[atlas] 10448/28871 positions, 42,120,192 evals, 17,996/s, 39.0 min
[atlas] 10453/28871 positions, 42,127,616 evals, 17,999/s, 39.0 min
[atlas] 10444/28871 positions, 42,670,080 evals, 17,999/s, 39.5 min
[atlas] 10448/28871 positions, 42,599,936 evals, 17,970/s, 39.5 min
[atlas] 10453/28871 positions, 42,611,456 evals, 17,975/s, 39.5 min
[atlas] 10707/28871 positions, 43,144,704 evals, 17,972/s, 40.0 min
[atlas] 10710/28871 positions, 43,073,280 evals, 17,943/s, 40.0 min
[atlas] 10715/28871 positions, 43,085,312 evals, 17,948/s, 40.0 min
[atlas] 10707/28871 positions, 43,610,368 evals, 17,941/s, 40.5 min
[atlas] 10710/28871 positions, 43,540,480 evals, 17,913/s, 40.5 min
[atlas] 10715/28871 positions, 43,554,048 evals, 17,919/s, 40.5 min
[atlas] 10968/28871 positions, 44,068,864 evals, 17,909/s, 41.0 min
[atlas] 10710/28871 positions, 44,003,840 evals, 17,883/s, 41.0 min
[atlas] 10715/28871 positions, 44,017,920 evals, 17,889/s, 41.0 min
[atlas] 10968/28871 positions, 44,544,768 evals, 17,884/s, 41.5 min
[atlas] 10973/28871 positions, 44,472,064 evals, 17,856/s, 41.5 min
[atlas] 10978/28871 positions, 44,492,800 evals, 17,864/s, 41.5 min
[atlas] 10968/28871 positions, 44,924,416 evals, 17,822/s, 42.0 min
[atlas] 10973/28871 positions, 44,851,456 evals, 17,794/s, 42.0 min
[atlas] 10978/28871 positions, 44,869,632 evals, 17,801/s, 42.0 min
[atlas] 11232/28871 positions, 45,328,896 evals, 17,771/s, 42.5 min
[atlas] 11236/28871 positions, 45,248,256 evals, 17,740/s, 42.5 min
[atlas] 11239/28871 positions, 45,267,712 evals, 17,747/s, 42.5 min
[atlas] 11232/28871 positions, 45,738,752 evals, 17,723/s, 43.0 min
[atlas] 11236/28871 positions, 45,664,512 evals, 17,695/s, 43.0 min
[atlas] 11239/28871 positions, 45,689,344 evals, 17,704/s, 43.0 min
[atlas] 11495/28871 positions, 46,174,208 evals, 17,686/s, 43.5 min
[atlas] 11236/28871 positions, 46,099,200 evals, 17,658/s, 43.5 min
[atlas] 11239/28871 positions, 46,128,384 evals, 17,669/s, 43.5 min
[atlas] 11495/28871 positions, 46,588,928 evals, 17,642/s, 44.0 min
[atlas] 11496/28871 positions, 46,512,128 evals, 17,613/s, 44.0 min
[atlas] 11502/28871 positions, 46,544,640 evals, 17,626/s, 44.0 min
[atlas] 11495/28871 positions, 46,976,512 evals, 17,589/s, 44.5 min
[atlas] 11496/28871 positions, 46,904,320 evals, 17,562/s, 44.5 min
[atlas] 11502/28871 positions, 46,934,784 evals, 17,574/s, 44.5 min
[atlas] 11760/28871 positions, 47,369,472 evals, 17,539/s, 45.0 min
[atlas] 11760/28871 positions, 47,291,904 evals, 17,511/s, 45.0 min
[atlas] 11762/28871 positions, 47,328,512 evals, 17,524/s, 45.0 min
